 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jun/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"431280 Nova Araçá";26;26;28311,06;21888,64;-;-;6422,42;-;-;1088,89;1088,89;125;4,8;1;3,85
"431290 Nova Bassano";58;58;105174,79;90608,64;-;-;14566,15;-;-;1813,36;1813,36;198;3,4;1;1,72
"431295 Nova Boa Vista";6;6;11176,48;8011,73;-;-;3164,75;-;-;1862,75;1862,75;24;4,0;-;-
"431300 Nova Bréscia";19;19;37954,25;32615,84;-;-;5338,41;-;-;1997,59;1997,59;141;7,4;2;10,53
"431301 Nova Candelária";24;24;22218,78;17181,64;-;-;5037,14;-;-;925,78;925,78;60;2,5;-;-
"431303 Nova Esperança do Sul";18;18;37717,03;31017,85;-;-;6699,18;-;-;2095,39;2095,39;98;5,4;1;5,56
"431306 Nova Hartz";93;93;190714,20;144469,14;-;-;46245,06;-;-;2050,69;2050,69;419;4,5;2;2,15
"431308 Nova Pádua";6;6;6496,55;5444,67;-;-;1051,88;-;-;1082,76;1082,76;15;2,5;-;-
"431310 Nova Palma";25;25;27002,99;21984,50;-;-;5018,49;-;-;1080,12;1080,12;113;4,5;1;4,00
"431320 Nova Petrópolis";108;109;118843,25;98531,19;-;-;20312,06;-;-;1090,31;1100,40;454;4,2;7;6,48
"431330 Nova Prata";118;118;203462,38;171341,33;-;-;32121,05;-;-;1724,26;1724,26;436;3,7;2;1,69
"431333 Nova Ramada";6;6;2873,93;2496,45;-;-;377,48;-;-;478,99;478,99;66;11,0;-;-
"431335 Nova Roma do Sul";17;17;18123,07;14492,23;-;-;3630,84;-;-;1066,06;1066,06;71;4,2;1;5,88
"431337 Nova Santa Rita";94;94;187687,18;162760,00;-;-;24927,18;-;-;1996,67;1996,67;422;4,5;4;4,26
"431349 Novo Barreiro";20;20;48237,85;36066,84;-;-;12171,01;-;-;2411,89;2411,89;109;5,5;5;25,00
"431339 Novo Cabrais";21;21;35469,43;29213,03;-;-;6256,40;-;-;1689,02;1689,02;97;4,6;2;9,52
"431340 Novo Hamburgo";1117;1125;2319589,89;1892059,85;-;-;427530,04;-;-;2061,86;2076,62;5789;5,2;109;9,76
"431342 Novo Machado";21;21;37032,37;29525,10;-;-;7507,27;-;-;1763,45;1763,45;64;3,0;1;4,76
"431344 Novo Tiradentes";20;20;14723,74;11714,83;-;-;3008,91;-;-;736,19;736,19;89;4,5;-;-
"431346 Novo Xingu";12;12;14374,52;12211,83;-;-;2162,69;-;-;1197,88;1197,88;36;3,0;1;8,33
"431350 Osório";220;220;356498,36;298329,71;-;-;58168,65;-;-;1620,45;1620,45;1191;5,4;32;14,55
"431360 Paim Filho";21;21;25146,40;22436,61;-;-;2709,79;-;-;1197,45;1197,45;127;6,0;1;4,76
"431365 Palmares do Sul";55;55;71514,69;62064,55;-;-;9450,14;-;-;1300,27;1300,27;306;5,6;5;9,09
"431370 Palmeira das Missões";204;204;304799,62;247732,62;-;-;57067,00;-;-;1494,12;1494,12;1031;5,1;9;4,41
"431380 Palmitinho";90;90;66576,09;53155,22;-;-;13420,87;-;-;739,73;739,73;318;3,5;2;2,22
"431390 Panambi";211;211;342000,02;270874,98;-;-;71125,04;-;-;1620,85;1620,85;755;3,6;8;3,79
"431395 Pantano Grande";36;36;122069,00;102746,76;-;-;19322,24;-;-;3390,81;3390,81;204;5,7;1;2,78
"431400 Paraí";26;26;16146,26;12130,34;-;-;4015,92;-;-;621,01;621,01;109;4,2;2;7,69
"431402 Paraíso do Sul";54;54;25690,97;20659,45;-;-;5031,52;-;-;475,76;475,76;175;3,2;3;5,56
"431403 Pareci Novo";13;13;10340,21;8244,10;-;-;2096,11;-;-;795,40;795,40;81;6,2;2;15,38
"431405 Parobé";265;265;311552,54;252796,65;-;-;58755,89;-;-;1175,67;1175,67;1362;5,1;12;4,53
"431406 Passa Sete";21;21;24547,43;21711,96;-;-;2835,47;-;-;1168,93;1168,93;104;5,0;2;9,52
"431407 Passo do Sobrado";30;30;28093,77;22202,93;-;-;5890,84;-;-;936,46;936,46;110;3,7;3;10,00
"431410 Passo Fundo";891;896;2226716,82;1871512,44;-;-;355204,38;-;-;2485,18;2499,12;5747;6,5;58;6,51
"431413 Paulo Bento";8;8;22126,06;18106,58;-;-;4019,48;-;-;2765,76;2765,76;78;9,8;-;-
"431415 Paverama";48;48;137316,55;113332,66;-;-;23983,89;-;-;2860,76;2860,76;177;3,7;2;4,17
"431417 Pedras Altas";3;3;1688,94;1144,93;-;-;544,01;-;-;562,98;562,98;8;2,7;-;-
"431420 Pedro Osório";29;29;33774,90;28371,60;-;-;5403,30;-;-;1164,65;1164,65;261;9,0;3;10,34
"431430 Pejuçara";15;15;16731,66;13726,85;-;-;3004,81;-;-;1115,44;1115,44;45;3,0;-;-
"431440 Pelotas";1272;1311;2558400,93;2125301,99;-;-;433098,94;-;-;1951,49;2011,32;13900;10,9;97;7,63
"431442 Picada Café";29;29;33688,56;28849,53;-;-;4839,03;-;-;1161,67;1161,67;114;3,9;-;-
"431445 Pinhal";24;24;15039,80;12516,36;-;-;2523,44;-;-;626,66;626,66;99;4,1;-;-
"431446 Pinhal da Serra";6;6;5533,91;4749,47;-;-;784,44;-;-;922,32;922,32;16;2,7;2;33,33
"431447 Pinhal Grande";22;22;14350,18;11486,18;-;-;2864,00;-;-;652,28;652,28;93;4,2;-;-
"431449 Pinheirinho do Vale";26;26;27913,81;23190,13;-;-;4723,68;-;-;1073,61;1073,61;98;3,8;-;-
"431450 Pinheiro Machado";28;28;16860,05;14046,29;-;-;2813,76;-;-;602,14;602,14;194;6,9;2;7,14
"431454 Pinto Bandeira";13;13;12785,56;10070,36;-;-;2715,20;-;-;983,50;983,50;36;2,8;-;-
"431455 Pirapó";11;11;22985,97;20215,69;-;-;2770,28;-;-;2089,63;2089,63;34;3,1;1;9,09
"431460 Piratini";98;98;110304,18;88572,04;-;-;21732,14;-;-;1125,55;1125,55;793;8,1;6;6,12
"431470 Planalto";62;62;122533,97;95110,56;-;-;27423,41;-;-;1976,35;1976,35;323;5,2;2;3,23
"431475 Poço das Antas";19;19;21484,43;17740,33;-;-;3744,10;-;-;1130,76;1130,76;53;2,8;1;5,26
"431477 Pontão";21;21;73385,42;52229,54;-;-;21155,88;-;-;3494,54;3494,54;105;5,0;-;-
"431478 Ponte Preta";7;7;8862,14;7056,55;-;-;1805,59;-;-;1266,02;1266,02;64;9,1;-;-
"431480 Portão";163;163;289034,55;234824,25;-;-;54210,30;-;-;1773,22;1773,22;771;4,7;7;4,29
"431490 Porto Alegre";7184;7258;13578140,54;11278859,77;-;-;2299280,77;-;-;1870,78;1890,05;53918;7,5;437;6,08
"431500 Porto Lucena";37;37;77721,77;65355,34;-;-;12366,43;-;-;2100,59;2100,59;157;4,2;7;18,92
"431505 Porto Mauá";15;15;17084,96;14171,99;-;-;2912,97;-;-;1139,00;1139,00;120;8,0;2;13,33
"431507 Porto Vera Cruz";4;4;2298,12;1891,88;-;-;406,24;-;-;574,53;574,53;7;1,8;-;-
"431510 Porto Xavier";49;49;68791,66;56599,53;-;-;12192,13;-;-;1403,91;1403,91;225;4,6;2;4,08
"431513 Pouso Novo";9;9;5143,20;4133,46;-;-;1009,74;-;-;571,47;571,47;53;5,9;-;-
"431514 Presidente Lucena";16;16;15072,07;12304,01;-;-;2768,06;-;-;942,00;942,00;85;5,3;1;6,25
"431515 Progresso";15;15;32452,18;26616,88;-;-;5835,30;-;-;2163,48;2163,48;83;5,5;-;-
"431517 Protásio Alves";7;7;11149,37;8952,70;-;-;2196,67;-;-;1592,77;1592,77;23;3,3;-;-
"431520 Putinga";18;18;23252,79;20696,84;-;-;2555,95;-;-;1291,82;1291,82;93;5,2;1;5,56
"431530 Quaraí";112;112;100030,45;83736,23;-;-;16294,22;-;-;893,13;893,13;578;5,2;8;7,14
"431531 Quatro Irmãos";7;7;21537,09;15996,33;-;-;5540,76;-;-;3076,73;3076,73;30;4,3;-;-
"431532 Quevedos";11;11;6649,38;5353,84;-;-;1295,54;-;-;604,49;604,49;59;5,4;-;-
"431535 Quinze de Novembro";15;15;48559,35;36201,20;-;-;12358,15;-;-;3237,29;3237,29;66;4,4;-;-
"431540 Redentora";69;69;106361,10;85503,46;-;-;20857,64;-;-;1541,47;1541,47;312;4,5;9;13,04
"431545 Relvado";9;9;7652,76;6235,20;-;-;1417,56;-;-;850,31;850,31;26;2,9;1;11,11
"431550 Restinga Seca";48;48;56457,39;43400,01;-;-;13057,38;-;-;1176,20;1176,20;241;5,0;-;-
"431555 Rio dos Índios";18;18;12705,06;10591,39;-;-;2113,67;-;-;705,84;705,84;87;4,8;1;5,56
"431560 Rio Grande";1301;1305;1840766,80;1483619,61;-;-;357147,19;-;-;1410,55;1414,89;9447;7,3;74;5,69
"431570 Rio Pardo";157;157;170028,12;138001,46;-;-;32026,66;-;-;1082,98;1082,98;562;3,6;14;8,92
"431575 Riozinho";21;21;28291,31;19662,84;-;-;8628,47;-;-;1347,21;1347,21;48;2,3;2;9,52
"431580 Roca Sales";52;52;110015,35;89737,57;-;-;20277,78;-;-;2115,68;2115,68;232;4,5;-;-
"431590 Rodeio Bonito";57;57;99692,75;80610,06;-;-;19082,69;-;-;1749,00;1749,00;246;4,3;3;5,26
"431595 Rolador";9;9;11068,03;8935,59;-;-;2132,44;-;-;1229,78;1229,78;22;2,4;3;33,33
"431600 Rolante";125;125;120693,87;94754,07;-;-;25939,80;-;-;965,55;965,55;520;4,2;8;6,40
"431610 Ronda Alta";100;100;171524,92;145061,85;-;-;26463,07;-;-;1715,25;1715,25;630;6,3;5;5,00
"431620 Rondinha";25;25;32858,36;28875,16;-;-;3983,20;-;-;1314,33;1314,33;127;5,1;1;4,00
"431630 Roque Gonzales";37;37;48903,08;40367,63;-;-;8535,45;-;-;1321,70;1321,70;126;3,4;4;10,81
"431640 Rosário do Sul";182;182;224412,81;185721,22;-;-;38691,59;-;-;1233,04;1233,04;990;5,4;19;10,44
"431642 Sagrada Família";11;11;9327,24;7775,92;-;-;1551,32;-;-;847,93;847,93;49;4,5;2;18,18
"431643 Saldanha Marinho";12;12;25586,77;21789,35;-;-;3797,42;-;-;2132,23;2132,23;113;9,4;-;-
"431645 Salto do Jacuí";35;35;40092,01;33468,45;-;-;6623,56;-;-;1145,49;1145,49;178;5,1;-;-
"431647 Salvador das Missões";18;18;17568,89;13787,31;-;-;3781,58;-;-;976,05;976,05;49;2,7;2;11,11
"431650 Salvador do Sul";45;45;47288,68;38561,16;-;-;8727,52;-;-;1050,86;1050,86;204;4,5;3;6,67
"431660 Sananduva";53;53;72213,34;58260,42;-;-;13952,92;-;-;1362,52;1362,52;209;3,9;2;3,77
"431710 Sant'Ana do Livramento";347;347;481951,53;405282,67;-;-;76668,86;-;-;1388,91;1388,91;2016;5,8;27;7,78
"431670 Santa Bárbara do Sul";29;29;43747,67;36343,34;-;-;7404,33;-;-;1508,54;1508,54;213;7,3;3;10,34
"431673 Santa Cecília do Sul";7;7;11223,92;10090,58;-;-;1133,34;-;-;1603,42;1603,42;43;6,1;-;-
"431675 Santa Clara do Sul";32;32;66150,87;54798,32;-;-;11352,55;-;-;2067,21;2067,21;163;5,1;1;3,13
"431680 Santa Cruz do Sul";596;596;958115,96;784974,18;-;-;173141,78;-;-;1607,58;1607,58;2423;4,1;32;5,37
"431697 Santa Margarida do Sul";3;3;1635,61;1484,10;-;-;151,51;-;-;545,20;545,20;16;5,3;-;-
"431690 Santa Maria";885;889;1263379,54;1020578,69;-;-;242800,85;-;-;1421,12;1427,55;5988;6,8;41;4,63
"431695 Santa Maria do Herval";21;21;34220,89;25955,39;-;-;8265,50;-;-;1629,57;1629,57;71;3,4;1;4,76
"431720 Santa Rosa";369;369;541165,62;432578,26;-;-;108587,36;-;-;1466,57;1466,57;1384;3,8;13;3,52
"431725 Santa Tereza";6;6;14914,71;12907,53;-;-;2007,18;-;-;2485,78;2485,78;39;6,5;1;16,67
"431730 Santa Vitória do Palmar";143;143;138489,23;111611,10;-;-;26878,13;-;-;968,46;968,46;761;5,3;13;9,09
"431700 Santana da Boa Vista";19;19;37507,19;31511,68;-;-;5995,51;-;-;1974,06;1974,06;134;7,1;1;5,26
"431740 Santiago";212;212;273840,69;224802,95;-;-;49037,74;-;-;1291,70;1291,70;1022;4,8;18;8,49
"431750 Santo Ângelo";328;328;654414,39;546059,26;-;-;108355,13;-;-;1995,17;1995,17;1462;4,5;31;9,45
"431760 Santo Antônio da Patrulha";208;208;248939,45;202219,98;-;-;46719,47;-;-;1196,82;1196,82;954;4,6;7;3,37
"431770 Santo Antônio das Missões";60;60;75007,19;61195,83;-;-;13811,36;-;-;1250,12;1250,12;223;3,7;3;5,00
"431755 Santo Antônio do Palma";14;14;22253,47;17416,16;-;-;4837,31;-;-;1589,53;1589,53;65;4,6;2;14,29
"431775 Santo Antônio do Planalto";7;7;19132,65;16934,85;-;-;2197,80;-;-;2733,24;2733,24;26;3,7;-;-
"431780 Santo Augusto";86;86;80476,57;66706,38;-;-;13770,19;-;-;935,77;935,77;551;6,4;5;5,81
"431790 Santo Cristo";84;84;115574,69;96514,92;-;-;19059,77;-;-;1375,89;1375,89;321;3,8;1;1,19
"431795 Santo Expedito do Sul";16;16;30821,42;25044,31;-;-;5777,11;-;-;1926,34;1926,34;85;5,3;-;-
"431800 São Borja";476;476;571430,06;474289,00;-;-;97141,06;-;-;1200,48;1200,48;1874;3,9;15;3,15
"431805 São Domingos do Sul";12;12;9738,78;7905,14;-;-;1833,64;-;-;811,57;811,57;71;5,9;1;8,33
"431810 São Francisco de Assis";83;83;130784,07;107012,24;-;-;23771,83;-;-;1575,71;1575,71;548;6,6;6;7,23
"431820 São Francisco de Paula";46;46;70027,50;56532,38;-;-;13495,12;-;-;1522,34;1522,34;351;7,6;-;-
"431830 São Gabriel";254;254;320748,30;263456,03;-;-;57292,27;-;-;1262,79;1262,79;1627;6,4;23;9,06
"431840 São Jerônimo";118;118;90502,72;75288,19;-;-;15214,53;-;-;766,97;766,97;814;6,9;5;4,24
"431842 São João da Urtiga";30;30;82995,93;70685,34;-;-;12310,59;-;-;2766,53;2766,53;218;7,3;2;6,67
"431843 São João do Polêsine";24;24;16060,76;13109,69;-;-;2951,07;-;-;669,20;669,20;118;4,9;1;4,17
"431844 São Jorge";9;9;5756,94;4543,75;-;-;1213,19;-;-;639,66;639,66;16;1,8;-;-
"431845 São José das Missões";11;11;8394,84;6920,64;-;-;1474,20;-;-;763,17;763,17;60;5,5;-;-
"431846 São José do Herval";6;6;5869,46;4557,27;-;-;1312,19;-;-;978,24;978,24;18;3,0;1;16,67
"431848 São José do Hortêncio";10;10;7962,81;6392,54;-;-;1570,27;-;-;796,28;796,28;32;3,2;1;10,00
"431849 São José do Inhacorá";10;10;16404,65;13793,79;-;-;2610,86;-;-;1640,47;1640,47;53;5,3;-;-
"431850 São José do Norte";160;160;244527,69;200244,15;-;-;44283,54;-;-;1528,30;1528,30;1126;7,0;12;7,50
"431860 São José do Ouro";25;25;69115,20;54854,88;-;-;14260,32;-;-;2764,61;2764,61;112;4,5;-;-
"431861 São José do Sul";18;18;26315,37;22079,67;-;-;4235,70;-;-;1461,96;1461,96;95;5,3;-;-
"431862 São José dos Ausentes";16;16;23325,38;19018,98;-;-;4306,40;-;-;1457,84;1457,84;124;7,8;-;-
"431870 São Leopoldo";808;809;1428194,39;1187045,86;-;-;241148,53;-;-;1765,38;1767,57;3951;4,9;60;7,43
"431880 São Lourenço do Sul";208;208;326138,79;267837,96;-;-;58300,83;-;-;1567,97;1567,97;1370;6,6;18;8,65
"431890 São Luiz Gonzaga";192;192;214884,68;174833,97;-;-;40050,71;-;-;1119,19;1119,19;781;4,1;7;3,65
"431900 São Marcos";104;104;124778,01;105990,64;-;-;18787,37;-;-;1199,79;1199,79;484;4,7;5;4,81
"431910 São Martinho";51;51;47918,92;40554,80;-;-;7364,12;-;-;939,59;939,59;217;4,3;5;9,80
"431912 São Martinho da Serra";16;16;16081,30;12933,62;-;-;3147,68;-;-;1005,08;1005,08;75;4,7;1;6,25
"431915 São Miguel das Missões";31;31;35562,91;30170,74;-;-;5392,17;-;-;1147,19;1147,19;200;6,5;1;3,23
"431920 São Nicolau";33;33;39539,56;31363,61;-;-;8175,95;-;-;1198,17;1198,17;97;2,9;3;9,09
"431930 São Paulo das Missões";34;34;22995,40;19997,15;-;-;2998,25;-;-;676,34;676,34;140;4,1;2;5,88
"431935 São Pedro da Serra";12;12;13046,48;10944,64;-;-;2101,84;-;-;1087,21;1087,21;34;2,8;-;-
"431936 São Pedro das Missões";10;10;18155,86;15196,76;-;-;2959,10;-;-;1815,59;1815,59;104;10,4;-;-
"431937 São Pedro do Butiá";13;13;27706,81;22246,72;-;-;5460,09;-;-;2131,29;2131,29;75;5,8;2;15,38
"431940 São Pedro do Sul";79;79;80975,32;66418,13;-;-;14557,19;-;-;1025,00;1025,00;408;5,2;9;11,39
"431950 São Sebastião do Caí";127;127;193304,59;154298,32;-;-;39006,27;-;-;1522,08;1522,08;716;5,6;11;8,66
"431960 São Sepé";135;135;173418,69;138994,03;-;-;34424,66;-;-;1284,58;1284,58;757;5,6;9;6,67
"431970 São Valentim";15;15;25379,19;20308,49;-;-;5070,70;-;-;1691,95;1691,95;70;4,7;2;13,33
"431971 São Valentim do Sul";7;7;12578,42;10785,93;-;-;1792,49;-;-;1796,92;1796,92;42;6,0;-;-
"431973 São Valério do Sul";12;12;7473,40;5672,96;-;-;1800,44;-;-;622,78;622,78;43;3,6;1;8,33
"431975 São Vendelino";15;15;30589,54;23708,93;-;-;6880,61;-;-;2039,30;2039,30;84;5,6;-;-
"431980 São Vicente do Sul";41;41;58554,90;48376,78;-;-;10178,12;-;-;1428,17;1428,17;183;4,5;3;7,32
"431990 Sapiranga";387;387;680269,24;565120,74;-;-;115148,50;-;-;1757,80;1757,80;1866;4,8;27;6,98
"432000 Sapucaia do Sul";552;554;1152522,18;963080,57;-;-;189441,61;-;-;2080,36;2087,90;3316;6,0;32;5,80
"432010 Sarandi";80;80;131956,07;108593,71;-;-;23362,36;-;-;1649,45;1649,45;528;6,6;5;6,25
"432020 Seberi";83;83;109337,18;92116,61;-;-;17220,57;-;-;1317,32;1317,32;301;3,6;7;8,43
"432023 Sede Nova";15;15;18661,73;15551,44;-;-;3110,29;-;-;1244,12;1244,12;68;4,5;-;-
"432026 Segredo";48;48;32516,22;27667,54;-;-;4848,68;-;-;677,42;677,42;167;3,5;2;4,17
"432030 Selbach";6;6;4420,33;3749,88;-;-;670,45;-;-;736,72;736,72;36;6,0;-;-
"432032 Senador Salgado Filho";12;12;13426,33;11048,83;-;-;2377,50;-;-;1118,86;1118,86;33;2,8;-;-
"432035 Sentinela do Sul";12;12;14332,35;12535,97;-;-;1796,38;-;-;1194,36;1194,36;86;7,2;2;16,67
"432040 Serafina Corrêa";30;30;75708,14;67882,88;-;-;7825,26;-;-;2523,60;2523,60;300;10,0;3;10,00
"432045 Sério";6;6;4716,07;3805,13;-;-;910,94;-;-;786,01;786,01;30;5,0;-;-
"432050 Sertão";39;39;71855,82;61557,12;-;-;10298,70;-;-;1842,46;1842,46;298;7,6;2;5,13
"432055 Sertão Santana";17;17;22370,95;18395,43;-;-;3975,52;-;-;1315,94;1315,94;138;8,1;1;5,88
"432057 Sete de Setembro";11;11;9070,74;7495,66;-;-;1575,08;-;-;824,61;824,61;38;3,5;1;9,09
"432060 Severiano de Almeida";15;15;12773,71;10569,89;-;-;2203,82;-;-;851,58;851,58;45;3,0;-;-
"432065 Silveira Martins";10;10;36923,95;32775,06;-;-;4148,89;-;-;3692,39;3692,39;75;7,5;-;-
"432067 Sinimbu";23;23;22004,63;14774,70;-;-;7229,93;-;-;956,72;956,72;55;2,4;-;-
"432070 Sobradinho";88;88;82936,62;71413,94;-;-;11522,68;-;-;942,46;942,46;354;4,0;-;-
"432080 Soledade";117;117;145471,25;117714,18;-;-;27757,07;-;-;1243,34;1243,34;642;5,5;8;6,84
"432085 Tabaí";25;25;24491,36;19812,17;-;-;4679,19;-;-;979,65;979,65;129;5,2;2;8,00
"432090 Tapejara";105;105;189087,78;150266,45;-;-;38821,33;-;-;1800,84;1800,84;573;5,5;4;3,81
"432100 Tapera";93;93;116397,12;96897,60;-;-;19499,52;-;-;1251,58;1251,58;404;4,3;2;2,15
"432110 Tapes";90;90;199919,65;162941,75;-;-;36977,90;-;-;2221,33;2221,33;586;6,5;3;3,33
"432120 Taquara";216;219;368906,70;297561,40;-;-;71345,30;-;-;1684,51;1707,90;1227;5,7;20;9,26
"432130 Taquari";96;96;190036,74;160851,21;-;-;29185,53;-;-;1979,55;1979,55;547;5,7;11;11,46
"432132 Taquaruçu do Sul";13;13;13912,69;9956,92;-;-;3955,77;-;-;1070,21;1070,21;50;3,8;-;-
"432135 Tavares";11;11;34004,05;24152,76;-;-;9851,29;-;-;3091,28;3091,28;72;6,5;-;-
"432140 Tenente Portela";92;92;171645,78;146742,75;-;-;24903,03;-;-;1865,71;1865,71;575;6,3;8;8,70
"432143 Terra de Areia";34;34;78797,65;66919,34;-;-;11878,31;-;-;2317,58;2317,58;224;6,6;1;2,94
"432145 Teutônia";147;147;188932,34;156648,69;-;-;32283,65;-;-;1285,25;1285,25;583;4,0;8;5,44
"432146 Tio Hugo";12;12;22650,05;18881,01;-;-;3769,04;-;-;1887,50;1887,50;92;7,7;-;-
"432147 Tiradentes do Sul";21;21;59303,99;49853,99;-;-;9450,00;-;-;2824,00;2824,00;131;6,2;3;14,29
"432149 Toropi";5;5;5267,04;4337,20;-;-;929,84;-;-;1053,41;1053,41;13;2,6;1;20,00
"432150 Torres";164;164;484229,42;402200,65;-;-;82028,77;-;-;2952,62;2952,62;958;5,8;13;7,93
"432160 Tramandaí";276;276;526782,08;438163,37;-;-;88618,71;-;-;1908,63;1908,63;1623;5,9;34;12,32
"432162 Travesseiro";12;12;62878,89;47629,50;-;-;15249,39;-;-;5239,91;5239,91;88;7,3;1;8,33
"432163 Três Arroios";13;13;62554,08;52353,05;-;-;10201,03;-;-;4811,85;4811,85;101;7,8;1;7,69
"432166 Três Cachoeiras";29;29;38134,14;30399,57;-;-;7734,57;-;-;1314,97;1314,97;175;6,0;1;3,45
"432170 Três Coroas";157;157;183364,32;149393,23;-;-;33971,09;-;-;1167,93;1167,93;672;4,3;8;5,10
"432180 Três de Maio";98;98;125710,59;102513,34;-;-;23197,25;-;-;1282,76;1282,76;437;4,5;7;7,14
"432183 Três Forquilhas";7;7;8917,82;6724,53;-;-;2193,29;-;-;1273,97;1273,97;19;2,7;-;-
"432185 Três Palmeiras";33;33;26655,00;22370,85;-;-;4284,15;-;-;807,73;807,73;252;7,6;-;-
"432190 Três Passos";115;115;182289,97;156266,51;-;-;26023,46;-;-;1585,13;1585,13;616;5,4;8;6,96
"432195 Trindade do Sul";56;56;94342,80;78900,14;-;-;15442,66;-;-;1684,69;1684,69;267;4,8;5;8,93
"432200 Triunfo";117;119;176303,64;144930,83;-;-;31372,81;-;-;1481,54;1506,87;727;6,2;5;4,27
"432210 Tucunduva";46;46;71262,60;59268,05;-;-;11994,55;-;-;1549,19;1549,19;159;3,5;-;-
"432215 Tunas";18;18;11711,35;9038,67;-;-;2672,68;-;-;650,63;650,63;69;3,8;-;-
"432218 Tupanci do Sul";8;8;5823,10;4144,22;-;-;1678,88;-;-;727,89;727,89;27;3,4;1;12,50
"432220 Tupanciretã";56;56;69189,62;57684,06;-;-;11505,56;-;-;1235,53;1235,53;371;6,6;4;7,14
"432225 Tupandi";28;28;44719,99;35779,82;-;-;8940,17;-;-;1597,14;1597,14;134;4,8;2;7,14
"432230 Tuparendi";47;47;51157,22;43955,29;-;-;7201,93;-;-;1088,45;1088,45;189;4,0;3;6,38
"432232 Turuçu";22;22;48213,98;38349,77;-;-;9864,21;-;-;2191,54;2191,54;188;8,5;2;9,09
"432234 Ubiretama";10;10;11441,48;9703,80;-;-;1737,68;-;-;1144,15;1144,15;33;3,3;-;-
"432235 União da Serra";4;4;7941,85;7375,63;-;-;566,22;-;-;1985,46;1985,46;6;1,5;1;25,00
"432237 Unistalda";9;9;18768,99;15786,60;-;-;2982,39;-;-;2085,44;2085,44;57;6,3;-;-
"432240 Uruguaiana";457;459;573063,26;455935,54;-;-;117127,72;-;-;1248,50;1253,97;1934;4,2;32;7,00
"432250 Vacaria";394;397;509692,87;412570,81;-;-;97122,06;-;-;1283,86;1293,64;1785;4,5;24;6,09
"432253 Vale do Sol";42;42;37069,63;29963,20;-;-;7106,43;-;-;882,61;882,61;196;4,7;1;2,38
"432254 Vale Real";35;35;36273,92;30199,84;-;-;6074,08;-;-;1036,40;1036,40;121;3,5;-;-
"432252 Vale Verde";21;21;93648,86;88213,76;-;-;5435,10;-;-;4459,47;4459,47;70;3,3;2;9,52
"432255 Vanini";6;6;20817,31;17164,62;-;-;3652,69;-;-;3469,55;3469,55;16;2,7;-;-
"432260 Venâncio Aires";291;291;515758,71;426061,37;-;-;89697,34;-;-;1772,37;1772,37;1376;4,7;15;5,15
"432270 Vera Cruz";88;88;105196,39;82540,84;-;-;22655,55;-;-;1195,41;1195,41;399;4,5;9;10,23
"432280 Veranópolis";105;105;153613,76;127290,43;-;-;26323,33;-;-;1462,99;1462,99;540;5,1;9;8,57
"432285 Vespasiano Correa";4;4;1630,60;1375,67;-;-;254,93;-;-;407,65;407,65;16;4,0;-;-
"432290 Viadutos";32;32;37246,97;29586,35;-;-;7660,62;-;-;1163,97;1163,97;117;3,7;2;6,25
"432300 Viamão";1034;1035;2120820,83;1748481,04;-;-;372339,79;-;-;2049,10;2051,08;7679;7,4;112;10,83
"432310 Vicente Dutra";18;18;17485,05;14115,84;-;-;3369,21;-;-;971,39;971,39;102;5,7;-;-
"432320 Victor Graeff";7;7;12818,31;9828,90;-;-;2989,41;-;-;1831,19;1831,19;22;3,1;-;-
"432330 Vila Flores";11;11;12534,05;9322,14;-;-;3211,91;-;-;1139,46;1139,46;25;2,3;-;-
"432335 Vila Lângaro";13;13;14312,02;12540,67;-;-;1771,35;-;-;1100,92;1100,92;84;6,5;-;-
"432340 Vila Maria";24;24;41891,43;34858,94;-;-;7032,49;-;-;1745,48;1745,48;101;4,2;1;4,17
"432345 Vila Nova do Sul";14;14;9246,89;7785,29;-;-;1461,60;-;-;660,49;660,49;95;6,8;-;-
"432350 Vista Alegre";6;6;15061,46;11732,26;-;-;3329,20;-;-;2510,24;2510,24;23;3,8;1;16,67
"432360 Vista Alegre do Prata";4;4;2711,93;2410,30;-;-;301,63;-;-;677,98;677,98;34;8,5;-;-
"432370 Vista Gaúcha";12;12;14471,40;10399,97;-;-;4071,43;-;-;1205,95;1205,95;23;1,9;-;-
"432375 Vitória das Missões";17;17;14419,38;11671,00;-;-;2748,38;-;-;848,20;848,20;110;6,5;2;11,76
"432377 Westfalia";21;21;22611,97;17654,69;-;-;4957,28;-;-;1076,76;1076,76;73;3,5;1;4,76
"432380 Xangri-lá";35;35;73654,07;61154,66;-;-;12499,41;-;-;2104,40;2104,40;323;9,2;-;-
